"ORF","Reactome.term"
"YKR062W","Gene expression (Transcription)"
"YKR062W","RNA Polymerase II Transcription Initiation"
"YKR062W","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"YKR063C","Major pathway of rRNA processing in the nucleolus and cytosol"
"YKR063C","rRNA processing"
"YKR063C","rRNA processing in the nucleus and cytosol"
"YKR063C","Metabolism of RNA"
"YKR068C","ER to Golgi Anterograde Transport"
"YKR068C","Membrane Trafficking"
"YKR068C","COPII-mediated vesicle transport"
"YKR068C","Metabolism of proteins"
"YKR068C","Asparagine N-linked glycosylation"
"YKR068C","Vesicle-mediated transport"
"YKR068C","Post-translational protein modification"
"YKR068C","RAB GEFs exchange GTP for GDP on RABs"
"YKR068C","Rab regulation of trafficking"
"YKR068C","Transport to the Golgi and subsequent modification"
"YKR087C","Apoptosis"
"YKR087C","Regulation of Apoptosis"
"YKR087C","Programmed Cell Death"
"YKR093W","Innate Immune System"
"YKR093W","Immune System"
"YKR093W","Transport of small molecules"
"YKR093W","Transport of inorganic cations/anions and amino acids/oligopeptides"
"YKR093W","SLC-mediated transmembrane transport"
"YKR093W","Proton/oligopeptide cotransporters"
"YKR093W","Neutrophil degranulation"
"YKR098C","Recognition of DNA damage by PCNA-containing replication complex"
"YKR098C","DNA Damage Bypass"
"YKR098C","DNA Repair"
"YKR103W","Membrane Trafficking"
"YKR103W","Transport of small molecules"
"YKR103W","ABC-family proteins mediated transport"
"YKR103W","Vesicle-mediated transport"
"YKR103W","Cargo recognition for clathrin-mediated endocytosis"
"YKR103W","Clathrin-mediated endocytosis"
"YKR104W","Membrane Trafficking"
"YKR104W","Transport of small molecules"
"YKR104W","ABC-family proteins mediated transport"
"YKR104W","Vesicle-mediated transport"
"YKR104W","Cargo recognition for clathrin-mediated endocytosis"
"YKR104W","Clathrin-mediated endocytosis"
"YLL001W","Apoptosis"
"YLL001W","Programmed Cell Death"
"YLL001W","Apoptotic execution phase"
"YLL004W","Cell Cycle"
"YLL004W","Mitotic G1-G1/S phases"
"YLL004W","Assembly of the ORC complex at the origin of replication"
"YLL004W","Assembly of the pre-replicative complex"
"YLL004W","Orc1 removal from chromatin"
"YLL004W","Activation of the pre-replicative complex"
"YLL004W","DNA Replication Pre-Initiation"
"YLL004W","Switching of origins to a post-replicative state"
"YLL004W","G1/S Transition"
"YLL004W","Synthesis of DNA"
"YLL004W","S Phase"
"YLL004W","Cell Cycle, Mitotic"
"YLL004W","DNA Replication"
"YLL011W","Major pathway of rRNA processing in the nucleolus and cytosol"
"YLL011W","rRNA processing"
"YLL011W","rRNA processing in the nucleus and cytosol"
"YLL011W","Metabolism of RNA"
"YLL012W","Developmental Biology"
"YLL012W","Keratinization"
"YLL012W","Formation of the cornified envelope"
"YLL015W","Metabolism"
"YLL015W","Cobalamin (Cbl, vitamin B12) transport and metabolism"
"YLL015W","Metabolism of water-soluble vitamins and cofactors"
"YLL015W","Metabolism of vitamins and cofactors"
"YLL015W","Synthesis of Leukotrienes (LT) and Eoxins (EX)"
"YLL015W","Arachidonic acid metabolism"
"YLL015W","Transport of small molecules"
"YLL015W","ABC-family proteins mediated transport"
"YLL015W","Metabolism of lipids"
"YLL015W","Fatty acid metabolism"
"YLL024C","Innate Immune System"
"YLL024C","Immune System"
"YLL024C","Membrane Trafficking"
"YLL024C","Cellular responses to stress"
"YLL024C","Regulation of HSF1-mediated heat shock response"
"YLL024C","HSP90 chaperone cycle for steroid hormone receptors (SHR)"
"YLL024C","Cellular response to heat stress"
"YLL024C","Attenuation phase"
"YLL024C","HSF1-dependent transactivation"
"YLL024C","Vesicle-mediated transport"
"YLL024C","Neutrophil degranulation"
"YLL024C","Clathrin-mediated endocytosis"
"YLL024C","Cellular responses to external stimuli"
"YLL027W","Mitochondrial iron-sulfur cluster biogenesis"
"YLL027W","Metabolism"
"YLL029W","Post-translational modification: synthesis of GPI-anchored proteins"
"YLL029W","Metabolism of proteins"
"YLL029W","Post-translational protein modification"
"YLL035W","Major pathway of rRNA processing in the nucleolus and cytosol"
"YLL035W","rRNA processing"
"YLL035W","rRNA processing in the nucleus and cytosol"
"YLL035W","Metabolism of RNA"
"YLL036C","Nucleotide Excision Repair"
"YLL036C","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YLL036C","Dual incision in TC-NER"
"YLL036C","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YLL036C","DNA Repair"
"YLL038C","Membrane Trafficking"
"YLL038C","Vesicle-mediated transport"
"YLL038C","Cargo recognition for clathrin-mediated endocytosis"
"YLL038C","Clathrin-mediated endocytosis"
"YLL041C","The citric acid (TCA) cycle and respiratory electron transport"
"YLL041C","Metabolism"
"YLL041C","Citric acid cycle (TCA cycle)"
"YLL041C","Pyruvate metabolism and Citric Acid (TCA) cycle"
"YLL043W","Transport of small molecules"
"YLL043W","Transport of glycerol from adipocytes to the liver by Aquaporins"
"YLL043W","Vasopressin regulates renal water homeostasis via Aquaporins"
"YLL043W","Passive transport by Aquaporins"
"YLL043W","Aquaporin-mediated transport"
"YLL045C","L13a-mediated translational silencing of Ceruloplasmin expression"
"YLL045C","SRP-dependent cotranslational protein targeting to membrane"
"YLL045C","Metabolism of proteins"
"YLL045C","Eukaryotic Translation Initiation"
"YLL045C","Formation of a pool of free 40S subunits"
"YLL045C","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YLL045C","Cap-dependent Translation Initiation"
"YLL045C","Translation"
"YLL045C","Metabolism of RNA"
"YLL045C","Nonsense-Mediated Decay (NMD)"
"YLL045C","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YLL045C","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YLL048C","Membrane Trafficking"
"YLL048C","Transport of small molecules"
"YLL048C","ABC-family proteins mediated transport"
"YLL048C","Vesicle-mediated transport"
"YLL048C","Cargo recognition for clathrin-mediated endocytosis"
"YLL048C","Clathrin-mediated endocytosis"
"YLL052C","Erythrocytes take up carbon dioxide and release oxygen"
"YLL052C","Erythrocytes take up oxygen and release carbon dioxide"
"YLL052C","O2/CO2 exchange in erythrocytes"
"YLL052C","Transport of small molecules"
"YLL052C","Vasopressin regulates renal water homeostasis via Aquaporins"
"YLL052C","Passive transport by Aquaporins"
"YLL052C","Aquaporin-mediated transport"
"YLR005W","Formation of the Early Elongation Complex"
"YLR005W","Generic Transcription Pathway"
"YLR005W","Transcriptional Regulation by TP53"
"YLR005W","Nucleotide Excision Repair"
"YLR005W","Global Genome Nucleotide Excision Repair (GG-NER)"
"YLR005W","Dual Incision in GG-NER"
"YLR005W","RNA Polymerase II Pre-transcription Events"
"YLR005W","Formation of TC-NER Pre-Incision Complex"
"YLR005W","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YLR005W","Dual incision in TC-NER"
"YLR005W","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YLR005W","TP53 Regulates Transcription of DNA Repair Genes"
"YLR005W","mRNA Capping"
"YLR005W","RNA Polymerase I Promoter Escape"
"YLR005W","RNA Polymerase II Promoter Escape"
"YLR005W","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"YLR005W","RNA Polymerase I Promoter Clearance"
"YLR005W","RNA Polymerase II Transcription"
"YLR005W","RNA Polymerase I Transcription"
"YLR005W","DNA Repair"
"YLR005W","Gene expression (Transcription)"
"YLR005W","RNA Polymerase II Transcription Initiation"
"YLR005W","RNA Polymerase II Transcription Elongation"
"YLR005W","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"YLR005W","RNA Pol II CTD phosphorylation and interaction with CE"
"YLR005W","Metabolism of RNA"
"YLR007W","SUMOylation"
"YLR007W","SUMOylation of DNA damage response and repair proteins"
"YLR007W","SUMO E3 ligases SUMOylate target proteins"
"YLR007W","Metabolism of proteins"
"YLR007W","Post-translational protein modification"
"YLR017W","Methionine salvage pathway"
"YLR017W","Metabolism"
"YLR017W","Sulfur amino acid metabolism"
"YLR017W","Metabolism of amino acids and derivatives"
"YLR020C","Developmental Biology"
"YLR020C","Digestion of dietary lipid"
"YLR020C","Keratinization"
"YLR020C","Formation of the cornified envelope"
"YLR020C","Digestion"
"YLR020C","Digestion and absorption"
"YLR024C","Adaptive Immune System"
"YLR024C","Immune System"
"YLR024C","Antigen processing: Ubiquitination & Proteasome degradation"
"YLR024C","Class I MHC mediated antigen processing & presentation"
"YLR025W","Macroautophagy"
"YLR025W","Membrane Trafficking"
"YLR025W","Vesicle-mediated transport"
"YLR025W","Endosomal Sorting Complex Required For Transport (ESCRT)"
"YLR025W","Autophagy"
"YLR026C","ER to Golgi Anterograde Transport"
"YLR026C","Membrane Trafficking"
"YLR026C","COPII-mediated vesicle transport"
"YLR026C","Metabolism of proteins"
"YLR026C","Asparagine N-linked glycosylation"
"YLR026C","Vesicle-mediated transport"
"YLR026C","Cargo concentration in the ER"
"YLR026C","Post-translational protein modification"
"YLR026C","COPI-mediated anterograde transport"
"YLR026C","Intra-Golgi traffic"
"YLR026C","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YLR026C","Transport to the Golgi and subsequent modification"
"YLR026C","Protein localization"
"YLR026C","Insertion of tail-anchored proteins into the endoplasmic reticulum membrane"
"YLR027C","Metabolism"
"YLR027C","Gluconeogenesis"
"YLR027C","Glucose metabolism"
"YLR027C","Metabolism of amino acids and derivatives"
"YLR027C","Metabolism of carbohydrates"
"YLR027C","Aspartate and asparagine metabolism"
"YLR029C","L13a-mediated translational silencing of Ceruloplasmin expression"
"YLR029C","SRP-dependent cotranslational protein targeting to membrane"
"YLR029C","Metabolism of proteins"
"YLR029C","Eukaryotic Translation Initiation"
"YLR029C","Formation of a pool of free 40S subunits"
"YLR029C","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YLR029C","Cap-dependent Translation Initiation"
"YLR029C","Translation"
"YLR029C","Metabolism of RNA"
"YLR029C","Nonsense-Mediated Decay (NMD)"
"YLR029C","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YLR029C","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YLR039C","Membrane Trafficking"
"YLR039C","Vesicle-mediated transport"
"YLR039C","Intra-Golgi traffic"
"YLR039C","Retrograde transport at the Trans-Golgi-Network"
"YLR039C","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YLR039C","RAB GEFs exchange GTP for GDP on RABs"
"YLR039C","Rab regulation of trafficking"
"YLR048W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YLR048W","SRP-dependent cotranslational protein targeting to membrane"
"YLR048W","Metabolism of proteins"
"YLR048W","Eukaryotic Translation Initiation"
"YLR048W","Formation of a pool of free 40S subunits"
"YLR048W","Formation of the ternary complex, and subsequently, the 43S complex"
"YLR048W","Ribosomal scanning and start codon recognition"
"YLR048W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YLR048W","Cap-dependent Translation Initiation"
"YLR048W","Translation"
"YLR048W","Metabolism of RNA"
"YLR048W","Nonsense-Mediated Decay (NMD)"
"YLR048W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YLR048W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YLR056W","Metabolism"
"YLR056W","Cholesterol biosynthesis"
"YLR056W","Metabolism of lipids"
"YLR056W","Cholesterol biosynthesis via desmosterol"
"YLR056W","Cholesterol biosynthesis via lathosterol"
"YLR056W","Metabolism of steroids"
"YLR057W","Metabolism of proteins"
"YLR057W","Asparagine N-linked glycosylation"
"YLR057W","Post-translational protein modification"
"YLR057W","Transport to the Golgi and subsequent modification"
"YLR057W","N-glycan trimming and elongation in the cis-Golgi"
"YLR057W","Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"
"YLR058C","Metabolism"
"YLR058C","Metabolism of folate and pterines"
"YLR058C","Metabolism of water-soluble vitamins and cofactors"
"YLR058C","Metabolism of vitamins and cofactors"
"YLR058C","Carnitine synthesis"
"YLR058C","Metabolism of amino acids and derivatives"
"YLR061W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YLR061W","SRP-dependent cotranslational protein targeting to membrane"
"YLR061W","Metabolism of proteins"
"YLR061W","Eukaryotic Translation Initiation"
"YLR061W","Formation of a pool of free 40S subunits"
"YLR061W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YLR061W","Cap-dependent Translation Initiation"
"YLR061W","Translation"
"YLR061W","Metabolism of RNA"
"YLR061W","Nonsense-Mediated Decay (NMD)"
"YLR061W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YLR061W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YLR073C","Metabolism of proteins"
"YLR073C","Deubiquitination"
"YLR073C","Metalloprotease DUBs"
"YLR073C","Post-translational protein modification"
"YLR075W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YLR075W","SRP-dependent cotranslational protein targeting to membrane"
"YLR075W","Metabolism of proteins"
"YLR075W","Eukaryotic Translation Initiation"
"YLR075W","Formation of a pool of free 40S subunits"
"YLR075W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YLR075W","Cap-dependent Translation Initiation"
"YLR075W","Translation"
"YLR075W","Metabolism of RNA"
"YLR075W","Nonsense-Mediated Decay (NMD)"
"YLR075W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YLR075W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YLR078C","ER to Golgi Anterograde Transport"
"YLR078C","Membrane Trafficking"
"YLR078C","COPII-mediated vesicle transport"
"YLR078C","Metabolism of proteins"
"YLR078C","Asparagine N-linked glycosylation"
"YLR078C","Vesicle-mediated transport"
"YLR078C","Cargo concentration in the ER"
"YLR078C","Post-translational protein modification"
"YLR078C","COPI-mediated anterograde transport"
"YLR078C","Transport to the Golgi and subsequent modification"
"YLR086W","Cell Cycle"
"YLR086W","Condensation of Prometaphase Chromosomes"
"YLR086W","Mitotic Prometaphase"
"YLR086W","M Phase"
"YLR086W","Cell Cycle, Mitotic"
"YLR089C","Metabolism"
"YLR089C","Metabolism of amino acids and derivatives"
"YLR089C","Alanine metabolism"
"YLR093C","Membrane Trafficking"
"YLR093C","trans-Golgi Network Vesicle Budding"
"YLR093C","Golgi Associated Vesicle Biogenesis"
"YLR093C","Vesicle-mediated transport"
"YLR097C","Adaptive Immune System"
"YLR097C","Immune System"
"YLR097C","Metabolism of proteins"
"YLR097C","Post-translational protein modification"
"YLR097C","Neddylation"
"YLR097C","Antigen processing: Ubiquitination & Proteasome degradation"
"YLR097C","Class I MHC mediated antigen processing & presentation"
"YLR099C","Metabolism"
"YLR099C","Acyl chain remodelling of PE"
"YLR099C","Glycerophospholipid biosynthesis"
"YLR099C","Phospholipid metabolism"
"YLR099C","Metabolism of lipids"
"YLR103C","Cell Cycle"
"YLR103C","Mitotic G1-G1/S phases"
"YLR103C","Activation of the pre-replicative complex"
"YLR103C","DNA Replication Pre-Initiation"
"YLR103C","G1/S Transition"
"YLR103C","Cell Cycle, Mitotic"
"YLR103C","DNA Replication"
"YLR113W","Hemostasis"
"YLR113W","Developmental Biology"
"YLR113W","Cytokine Signaling in Immune system"
"YLR113W","Signal Transduction"
"YLR113W","Toll Like Receptor 4 (TLR4) Cascade"
"YLR113W","MyD88:MAL(TIRAP) cascade initiated on plasma membrane"
"YLR113W","MyD88-independent TLR4 cascade "
"YLR113W","Signaling by NTRKs"
"YLR113W","Signalling to RAS"
"YLR113W","Toll Like Receptor 9 (TLR9) Cascade"
"YLR113W","Toll Like Receptor 10 (TLR10) Cascade"
"YLR113W","Toll Like Receptor 3 (TLR3) Cascade"
"YLR113W","Toll Like Receptor 5 (TLR5) Cascade"
"YLR113W","Toll Like Receptor TLR1:TLR2 Cascade"
"YLR113W","Toll Like Receptor 7/8 (TLR7/8) Cascade"
"YLR113W","Toll Like Receptor TLR6:TLR2 Cascade"
"YLR113W","Innate Immune System"
"YLR113W","Immune System"
